"","tweet_id","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone","airline_sentiment","ID_unit","Prob","Stratum"
"4114",567818055771918336,0.6661,"",NA,"United","","VisionRoij","",0,"@united Thanks!","","2015-02-17 14:49:08 -0800","The Netherlands","Amsterdam","positive",12896,0.126957257723233,3
"4171",567796570197086208,0.6635,"",0,"United","","CWWMUK","",0,"@united done just now, thanks.","","2015-02-17 13:23:46 -0800","North West of England","","positive",12903,0.126957257723233,3
"4199",567782895306412032,0.6571,"",0,"United","","triathlete06","",0,"@united Sure did! Only waited about 15min. Yay!","","2015-02-17 12:29:25 -0800","","Seoul","positive",12905,0.126957257723233,3
"4351",570293527982301184,0.7004,"",NA,"Southwest","","PiersonStone","",0,"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!","","2015-02-24 10:45:47 -0800","","Central Time (US & Canada)","positive",12926,0.126957257723233,3
"4379",570280800244994048,1,"",NA,"Southwest","","NinjaEpisode","",0,"@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY","","2015-02-24 09:55:12 -0800","Denver, CO","","positive",12935,0.126957257723233,3
"4454",570246695595999232,0.6634,"",NA,"Southwest","","BoobzillaXXX","",0,"@SouthwestAir ok thank you  i hope  so too","","2015-02-24 07:39:41 -0800","Everywhere You Wish You Were!","America/Los_Angeles","positive",12941,0.126957257723233,3
"4456",570245840612265984,0.6523,"",NA,"Southwest","","tmahal","",0,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines","","2015-02-24 07:36:17 -0800","SF Bay Area","","positive",12942,0.126957257723233,3
"4463",570237762063831040,0.6813,"",0,"Southwest","","PlatypusDBHunt","",0,"@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!","","2015-02-24 07:04:11 -0800","Albuquerque, NM","","positive",12944,0.126957257723233,3
"4511",570100409009770496,1,"",NA,"Southwest","","JohnRDalton","",0,"@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS","[0.0, 0.0]","2015-02-23 21:58:24 -0800","Detroit, Michigan","","positive",12954,0.126957257723233,3
"4526",570066283233972224,0.9657,"",0,"Southwest","positive","magmum03","",0,"@SouthwestAir What an awesome flight Dallas 2 NY. Virgin America refused bc of my child's peanut allergy but u guys didn't. Thanks! 👍😊","","2015-02-23 19:42:47 -0800","ny","","positive",12959,0.126957257723233,3
"4536",570054105789550592,1,"",NA,"Southwest","","funksway","",0,"@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz","","2015-02-23 18:54:24 -0800","Panama City, Florida","Central Time (US & Canada)","positive",12961,0.126957257723233,3
"4576",570007457055055872,1,"",NA,"Southwest","","mkaynee","",0,"@SouthwestAir oh no worries. Just have never seen that before until today. I mean…it is a great card 😀","","2015-02-23 15:49:02 -0800","","Central Time (US & Canada)","positive",12976,0.126957257723233,3
"4622",569976622054395904,1,"",NA,"Southwest","","MinderJoan","",0,"@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl","","2015-02-23 13:46:31 -0800","","Eastern Time (US & Canada)","positive",12992,0.126957257723233,3
"4640",569970324810240000,1,"",NA,"Southwest","","neens_5","",0,"@SouthwestAir best airline 👌","","2015-02-23 13:21:29 -0800","","","positive",12998,0.126957257723233,3
"4668",569950945389518848,1,"",NA,"Southwest","","GolfTravelerBOS","",0,"@SouthwestAir Thanks, you guys are the best","[0.0, 0.0]","2015-02-23 12:04:29 -0800","New England ","Atlantic Time (Canada)","positive",13007,0.126957257723233,3
"4696",569924965446725632,1,"",NA,"Southwest","","gotkristopher","",0,"@SouthwestAir nice touch on the passbook integration!","[33.43403712, -111.99678364]","2015-02-23 10:21:15 -0800","The AZ Desert","Pacific Time (US & Canada)","positive",13015,0.126957257723233,3
"4708",569912094272782336,1,"",NA,"Southwest","","d_aghassi","",0,"@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.","","2015-02-23 09:30:06 -0800","","Eastern Time (US & Canada)","positive",13017,0.126957257723233,3
"4764",569864693998690304,0.6675,"",NA,"Southwest","","Kateria_Nicole","",0,"@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.","","2015-02-23 06:21:45 -0800","Atlanta, GA","Eastern Time (US & Canada)","positive",13026,0.126957257723233,3
"4789",569752691460706304,0.678,"",NA,"Southwest","","ttowngolfgal","",0,"@SouthwestAir show me some love and a companion flight~please and thank you!","","2015-02-22 22:56:41 -0800","","Central Time (US & Canada)","positive",13033,0.126957257723233,3
"4805",569713993532600320,0.7066,"",0,"Southwest","","bashomosko","",0,".@SouthwestAir Thx for the follow up. Just sent DM","","2015-02-22 20:22:55 -0800","boulder, co","Pacific Time (US & Canada)","positive",13036,0.126957257723233,3
"4860",569676404893163520,0.6536,"",NA,"Southwest","","happygirlvicki","",0,"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI","","2015-02-22 17:53:33 -0800","Omaha, Nebraska","Central Time (US & Canada)","positive",13047,0.126957257723233,3
"4865",569674930842775552,1,"",NA,"Southwest","","briandotcom","",0,"@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!","","2015-02-22 17:47:42 -0800","UTSA '13","Central Time (US & Canada)","positive",13050,0.126957257723233,3
"4877",569670904852172800,0.6626,"",NA,"Southwest","","TNVOLINFL","",0,"@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.","","2015-02-22 17:31:42 -0800","","","positive",13054,0.126957257723233,3
"4924",569644492040613888,0.6807,"",0,"Southwest","","cyndibrown327","",0,"@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :)","","2015-02-22 15:46:45 -0800","","Eastern Time (US & Canada)","positive",13071,0.126957257723233,3
"4934",569638063825154048,1,"",NA,"Southwest","","cyndibrown327","",0,"@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!","","2015-02-22 15:21:12 -0800","","Eastern Time (US & Canada)","positive",13075,0.126957257723233,3
"4941",569626122578726912,1,"",NA,"Southwest","","stephwalker78","",0,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄","","2015-02-22 14:33:45 -0800","Southern Virginia!!!!!!","","positive",13077,0.126957257723233,3
"4980",569586743831191552,1,"",NA,"Southwest","","danihampton","",0,"@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.","","2015-02-22 11:57:16 -0800","","Arizona","positive",13085,0.126957257723233,3
"5013",569545575688830976,1,"",NA,"Southwest","","MarriedMariner","",0,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags","","2015-02-22 09:13:41 -0800","","","positive",13091,0.126957257723233,3
"5054",569488587135295488,1,"",NA,"Southwest","","aawray","",0,"@SouthwestAir I've DM'd you. Thanks!","","2015-02-22 05:27:14 -0800","Nashville, TN","Central Time (US & Canada)","positive",13100,0.126957257723233,3
"5081",569359647699812352,1,"",NA,"Southwest","","tlwbarnett","",0,"@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!","","2015-02-21 20:54:52 -0800","Lockport, NY","Eastern Time (US & Canada)","positive",13105,0.126957257723233,3
"5085",569358458404802560,1,"",NA,"Southwest","","JustaThoughtR2","",0,"@SouthwestAir Southwest Airline is THE way to go!","","2015-02-21 20:50:09 -0800","","","positive",13106,0.126957257723233,3
"5093",569351618522705920,1,"",NA,"Southwest","","tbat08","",0,"@SouthwestAir thanks for getting me home from Denver tonight despite the snow!","","2015-02-21 20:22:58 -0800","Nashville, tn ","Central Time (US & Canada)","positive",13107,0.126957257723233,3
"5127",569324035835711488,0.6972,"",NA,"Southwest","","AStempleimages","",0,"@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF","","2015-02-21 18:33:22 -0800","San Juan Island, WA","Pacific Time (US & Canada)","positive",13114,0.126957257723233,3
"5135",569316487447621632,1,"",NA,"Southwest","","WOOKesq","",0,"@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise","","2015-02-21 18:03:22 -0800","catch me if you can","Eastern Time (US & Canada)","positive",13115,0.126957257723233,3
"5271",569223862941929472,0.6778,"",NA,"Southwest","","SouthwestAir","",7,"@SouthwestAir y'all are fast we already have our 5 winners! Congrats!!","","2015-02-21 11:55:19 -0800","Dallas, Texas","Central Time (US & Canada)","positive",13132,0.126957257723233,3
"5278",569221213026971648,1,"",NA,"Southwest","","Al_Pedrique","",0,"@SouthwestAir That's an awesome library.","","2015-02-21 11:44:47 -0800","Volunteer State","Eastern Time (US & Canada)","positive",13134,0.126957257723233,3
"5340",569180541662027776,1,"",NA,"Southwest","","amyvenezia","",0,"@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU","","2015-02-21 09:03:10 -0800","The Universe","Pacific Time (US & Canada)","positive",13140,0.126957257723233,3
"5377",569159068834623488,1,"",NA,"Southwest","","da_trufOU","",0,"@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches","","2015-02-21 07:37:51 -0800","","","positive",13150,0.126957257723233,3
"5408",569134718396051456,1,"",NA,"Southwest","","allie_kaji621","",0,"@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2","","2015-02-21 06:01:05 -0800","Den10","Central Time (US & Canada)","positive",13154,0.126957257723233,3
"5482",568953190252544000,1,"",NA,"Southwest","","d4nigirl","",0,"@SouthwestAir first time flying with you. You've definitely won me over!","","2015-02-20 17:59:45 -0800","Douglaston, NY","Atlantic Time (Canada)","positive",13168,0.126957257723233,3
"5486",568951064688373760,1,"",NA,"Southwest","","d4nigirl","",0,"@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!","[40.77512287, -73.86982237]","2015-02-20 17:51:19 -0800","Douglaston, NY","Atlantic Time (Canada)","positive",13171,0.126957257723233,3
"5507",568940981321637888,1,"",NA,"Southwest","","fishie1199","",0,"@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service","","2015-02-20 17:11:15 -0800","","Quito","positive",13177,0.126957257723233,3
"5528",568925054089629696,0.6721,"",NA,"Southwest","","FuyukaiDesuYo","",0,"@SouthwestAir I will do just about anything tO GO TO THE VEGAS SHOW PLEASE MAN","","2015-02-20 16:07:57 -0800","","","positive",13186,0.126957257723233,3
"5554",568898165635575808,1,"",NA,"Southwest","","bluefig","",0,"@SouthwestAir please acknowledge Attendant Jeff Wernicke. Beat in class and service on SW","","2015-02-20 14:21:06 -0800","camas, wa","Alaska","positive",13188,0.126957257723233,3
"5667",568827958527275008,1,"",NA,"Southwest","","alycam","",0,"@SouthwestAir shhhh i don't want something else to steal our deal😉","","2015-02-20 09:42:08 -0800","Kansas City","Central Time (US & Canada)","positive",13212,0.126957257723233,3
"5708",568787787815776256,1,"",NA,"Southwest","","Tinygami","",0,"@SouthwestAir please do. Hate having to fly a different airline. You're my fav.","","2015-02-20 07:02:30 -0800","Michigan","Tehran","positive",13222,0.126957257723233,3
"5743",568762437832478720,1,"",NA,"Southwest","","beefsnout","",0,"@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!","","2015-02-20 05:21:46 -0800","Reno, NV, USA, Earth, Sol","Pacific Time (US & Canada)","positive",13230,0.126957257723233,3
"5775",568614676612964352,1,"",NA,"Southwest","","THlSICKBEAT","",0,"@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU","","2015-02-19 19:34:37 -0800","","","positive",13242,0.126957257723233,3
"5866",568538034947297280,1,"",NA,"Southwest","","PLLMyObsessionn","",0,"@SouthwestAir thank you!","","2015-02-19 14:30:05 -0800","We know all so follow -A","","positive",13267,0.126957257723233,3
"5893",568510570799869952,1,"",NA,"Southwest","","JoshWinkles","",0,"Thanks @SouthwestAir ! #heartlanta","","2015-02-19 12:40:57 -0800","Atlanta, GA","Eastern Time (US & Canada)","positive",13277,0.126957257723233,3
"5918",568489786081714176,1,"",NA,"Southwest","","thomasdcameron","",0,"@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL","","2015-02-19 11:18:21 -0800","Austin, Texas","Central Time (US & Canada)","positive",13282,0.126957257723233,3
"6041",568425343452721152,1,"",NA,"Southwest","","adnankussair","",0,"@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜","","2015-02-19 07:02:17 -0800","Roseville, CA","Pacific Time (US & Canada)","positive",13321,0.126957257723233,3
"6091",568258896038506496,1,"",NA,"Southwest","","travisgasper","",0,"Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!","","2015-02-18 20:00:53 -0800","Dallas, TX","Central Time (US & Canada)","positive",13334,0.126957257723233,3
"6099",568236231374581760,1,"",NA,"Southwest","","sewmeup","",0,"@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK","","2015-02-18 18:30:49 -0800","Wisconsin","Central Time (US & Canada)","positive",13337,0.126957257723233,3
"6101",568232493779824640,1,"",NA,"Southwest","","imdancoop","",1,"@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH","","2015-02-18 18:15:58 -0800","Rockwall, TX","","positive",13338,0.126957257723233,3
"6112",568220313370013696,1,"",NA,"Southwest","","FNCNerd","",0,"@SouthwestAir Thanks for replying, I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!","","2015-02-18 17:27:34 -0800","Lake Buena Vista, Florida","Central Time (US & Canada)","positive",13340,0.126957257723233,3
"6198",568137557935960064,1,"",NA,"Southwest","","Shadowjin12","",0,"@SouthwestAir once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!","","2015-02-18 11:58:43 -0800","","","positive",13365,0.126957257723233,3
